Transaction Date,Transaction Type,Product id,Sku Id,Buyer Country,Buyer Postal Code,Amount (Merchant Currency),Merchant Currency
"Jul 19, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,DK,7400,2.01,EUR
"Jul 19, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,02919,4.66,EUR
"Jul 19, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,02915,2.96,EUR
"Jul 19, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,02915,4.65,EUR
"Jul 19, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98272,4.65,EUR
"Jul 19, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,76544,4.66,EUR
"Jul 20, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,47373,2.96,EUR
"Jul 20, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,SN3 1DZ,3.44,EUR
"Jul 20, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,85417,2.96,EUR
"Jul 20, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,72758,2.96,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,84003,1.69,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,84003,2.12,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,CA,J0N 1P0,3.01,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,19605,2.97,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,19605,4.66,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,06417,2.96,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GR,41335,2.05,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,68128,2.96,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,68128,4.65,EUR
"Jul 21, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,49442,4.66,EUR
"Jul 22, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,CA,L3V 0S8,3.03,EUR
"Jul 22, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,91942,4.67,EUR
"Jul 22, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,05891,2.97,EUR
"Jul 22, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,05891,4.67,EUR
"Jul 22, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,76209,2.97,EUR
"Jul 22, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,74115,4.66,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,UA,02140,4.72,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,92567,2.97,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,54904,4.67,EUR
"Jul 23, 2021",Charged,com.droidbs.apps.ekapp2012,,BR,76995000,0.66,EUR
"Jul 23, 2021",Tax,com.droidbs.apps.ekapp2012,,BR,76995000,-0.07,EUR
"Jul 23, 2021",Tax,com.droidbs.apps.ekapp2012,,BR,76995000,0.01,EUR
"Jul 23, 2021",Tax,com.droidbs.apps.ekapp2012,,BR,76995000,-0.1,EUR
"Jul 23, 2021",Tax,com.droidbs.apps.ekapp2012,,BR,76995000,0.02,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,93427,4.66,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,33411,4.66,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,04112,2.96,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,32784,4.66,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,BB90RF,2.15,EUR
"Jul 23, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,BB90RF,3.47,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,66049,4.66,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,66049,2.96,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,FR,13080,3.54,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,70444,2.96,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,70444,4.66,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,82001,2.96,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,54701,2.12,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,54701,1.69,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,86047,4.66,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,47042,4.66,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,IT,00030,3.48,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,84669,4.66,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,IT,00030,2.08,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,41098,4.66,EUR
"Jul 24, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,24122,1.69,EUR
"Jul 25, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,95831,2.96,EUR
"Jul 25, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,NL,3991RW,2.1,EUR
"Jul 25, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,NL,3991RW,3.5,EUR
"Jul 25, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,15943,4.66,EUR
"Jul 25, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78589,4.66,EUR
"Jul 25, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,23510,4.66,EUR
"Jul 25, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,95831,2.96,EUR
"Jul 26, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,46241,4.66,EUR
"Jul 26, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,BR,93700000,3.41,EUR
"Jul 26, 2021",Tax,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,BR,93700000,-0.34,EUR
"Jul 26, 2021",Tax,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,BR,93700000,0.05,EUR
"Jul 26, 2021",Tax,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,BR,93700000,-0.52,EUR
"Jul 26, 2021",Tax,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,BR,93700000,0.08,EUR
"Jul 26, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97080,4.65,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,44432,2.95,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,44432,4.64,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,PL7 2FP,3.48,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,80017,2.95,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,18018,2.95,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,49721,2.95,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,49721,4.64,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,80911,4.64,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,80911,2.95,EUR
"Jul 27, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,84058,4.64,EUR
"Jul 28, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,56585,4.64,EUR
"Jul 28, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,56585,2.95,EUR
"Jul 28, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,13440,2.96,EUR
"Jul 28, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,83854,2.95,EUR
"Jul 28, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,83854,4.64,EUR
"Jul 28, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,50644,4.63,EUR
"Jul 28, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,95350,4.63,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,SE,183 36,3.28,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,E1 8NS,2.16,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,E1 8NS,3.49,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,47944,4.62,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,42303,4.62,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,68506,2.93,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,92064,4.62,EUR
"Jul 29, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,92064,2.94,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,AU,2250,4.51,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,NL,3209 AG,3.5,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,66739,2.93,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,CA,N2M 1C6,5.07,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,95519,2.94,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,95519,4.63,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,48317,2.94,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,66739,4.63,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,29601,4.63,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,29384,2.94,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,DE,83024,2.13,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,DE,83024,3.56,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,CA,N2P 1P7,5.06,EUR
"Jul 30, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,37128,2.94,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,33776,2.94,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,84651,4.63,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,92802,4.63,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,78602,2.94,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78602,4.63,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,56573,2.94,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,80743,4.63,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,55418,2.94,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,83634,1.68,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,83634,2.1,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,47901,4.63,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,03064,2.94,EUR
"Jul 31, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98101,4.63,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,30032,4.63,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,30032,2.94,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,68005,2.94,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,68005,4.63,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,89429,2.94,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,89429,4.63,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,RU,150029,3.45,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,RU,150029,2.2,EUR
"Aug 1, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97478,4.62,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,BS3 5AB,2.15,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,BN13 2BS,2.15,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,CA,V2J1L8,3.03,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,15938,4.63,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,15938,2.94,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,99709,4.63,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,GB,PE19 5YH,1.56,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,90210,1.68,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,90210,2.1,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,47130,4.62,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,33936,4.62,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,AU,6000,2.7,EUR
"Aug 2, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,04005,2.94,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,NL,6845EM,3.5,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,45205,2.94,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,64133,4.63,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,CV225JP,2.16,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,19031,2.94,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,33615,4.63,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.pathfindertwo,charpf2,US,81402,4.63,EUR
"Aug 3, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,32824,4.63,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,66102,4.62,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.pathfindertwo,charpf2,AU,3085,4.53,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,47404,4.64,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,84058,2.95,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,DE24 0TZ,2.16,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,46348,1.68,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,99508,1.68,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,99508,2.1,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,82609,4.64,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,82609,4.64,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97526,4.64,EUR
"Aug 4, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,CA,J5K 2E8,5.05,EUR
"Aug 5, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,55011,4.64,EUR
"Aug 5, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,55011,2.95,EUR
"Aug 5, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,KW17 2QS,2.17,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,37347,4.65,EUR
"Aug 6, 2021",Refund,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,CA,J5K 2E8,-5.05,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GR,26331,2.05,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.pathfindertwo,dmtoolspf2,US,96367,2.96,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,98501,4.67,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,98404,2.97,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,48198,4.67,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,15650,4.67,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,97504,4.67,EUR
"Aug 6, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,12866,2.97,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,12502,1.69,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,DE,48691,3.56,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,DE,48691,2.13,EUR
"Aug 7, 2021",Charged,com.droidbs.wallpaper.live.dragon,,DE,73431,0.71,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,23601,2.97,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,96019,1.69,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,78130,2.97,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,2.11,EUR
"Aug 7, 2021",Tax,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,-0.21,EUR
"Aug 7, 2021",Tax,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,0.03,EUR
"Aug 7, 2021",Tax,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,0.05,EUR
"Aug 7, 2021",Tax,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,-0.32,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,UA,91000,4.76,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,UA,91000,3.01,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,35126,4.67,EUR
"Aug 7, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,35126,2.97,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,GB,ME15 7SE,3.5,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,ME15 7SE,2.17,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,75006,2.97,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,77662,4.67,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,04005,4.67,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,10952,4.67,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,49727,2.97,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,77565,4.67,EUR
"Aug 8, 2021",Refund,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,-2.11,EUR
"Aug 8, 2021",Tax refund,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,-0.03,EUR
"Aug 8, 2021",Tax refund,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,0.21,EUR
"Aug 8, 2021",Tax refund,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,0.32,EUR
"Aug 8, 2021",Tax refund,com.vansteinengroentjes.apps.ddfive,premium,BR,80730000,-0.05,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,73068,4.67,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,73068,2.97,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,29016,4.67,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,68505,2.97,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,45150,1.69,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,95206,4.67,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,S44 6RU,2.17,EUR
"Aug 8, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,95973,4.67,EUR
"Aug 9, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,44483,2.97,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,GB,CM11 2SG,2.17,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,99703,1.7,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,SE,41517,3.26,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,30720,4.69,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,30720,2.98,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,12502,2.13,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,78654,2.98,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78654,4.69,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78654,4.69,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78654,4.69,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,18103,4.68,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,CA,N8R 2G3,3.06,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,13321,2.12,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,13321,1.7,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,CA,V8T 4C8,5.1,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,54128,2.98,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,AU,2620,4.55,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,21639,2.98,EUR
"Aug 10, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,21639,4.68,EUR
"Aug 11, 2021",Charged,com.vansteinengroentjes.apps.ddpf,premium,US,68512,2.13,EUR
"Aug 11, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,29016,2.97,EUR
"Aug 11, 2021",Charged,com.vansteinengroentjes.apps.ddpf,unlockcharactermanager,US,45118,1.69,EUR
"Aug 11, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,78108,4.68,EUR
"Aug 11, 2021",Charged,com.droidbs.wallpaper.live.dragon,,NL,5044 DG,0.7,EUR
"Aug 11, 2021",Refund,com.droidbs.wallpaper.live.dragon,,NL,5044 DG,-0.7,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,DE,44869,2.13,EUR
"Aug 12, 2021",Charged,com.droidbs.wallpaper.live.dragon,,US,02777,0.84,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.pathfindertwo,dmtoolspf2,US,47804,2.97,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,06340,2.98,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.apps.sitecrawler,,US,27053,2.98,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.pathfindertwo,dmtoolspf2,US,79336,2.97,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,85716,2.98,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.apps.ddfive,premium,US,43068,2.97,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,43068,4.68,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.pathfindertwo,dmtoolspf2,US,22401,2.97,EUR
"Aug 12, 2021",Charged,com.vansteinengroentjes.pathfindertwo,charpf2,US,22401,4.68,EUR
"Aug 13, 2021",Charged,com.vansteinengroentjes.apps.ddfive,unlockcharactermanager,US,39564,4.68,EUR
